recordid,address,house_number,street,zip_original,cb_original,site,species,diameter,status,wires,sidewalk_condition,support_structure,borough,x,y,longitude,latitude,cb_new,zip_new,censustract_2010,censusblock_2010,nta_2010,segmentid,spc_common,spc_latin,location
433600,73-031 57 AV,73-031,57 AV,11378,405,Front,QUPA,6,Good,Yes,Good,None,Queens,1015198.8,204725.3752,-73.888337,40.728546,405,11378,49302,2000,QN30,74525,OAK PIN,QUERCUS PALUSTRIS,(40.728546 -73.888337)
48050,2434 HOFFMAN ST,2434,HOFFMAN ST,10458,106,Adjacent,GLTR,10,Excellent,None,Good,None,Bronx,1015285.352,251404.6333,-73.887809,40.856668,206,10458,389,3005,BX06,80255,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.856668 -73.887809)
506340,33 MULBERRY CIR,33,MULBERRY CIR,10314,502,Front,QURU,21,Good,None,Good,None,Staten Island,938159.2455,157433.6199,-74.165972,40.598675,502,10314,29103,4004,SI05,4866,OAK NORTHERN RED,QUERCUS RUBRA,(40.598675 -74.165972)
348044,79-037 213 ST,79-037,213 ST,11364,411,Front,ACPL,15,Poor,None,Good,None,Queens,1051164.586,207115.0182,-73.758549,40.734906,411,11364,129103,3004,QN42,181602,MAPLE NORWAY,ACER PLATANOIDES,(40.734906 -73.758549)
354765,68-015 172 ST,68-015,172 ST,11365,408,Front,ACPL,7,Good,None,NA,None,Queens,1040337.002,206542.9578,-73.797623,40.733411,408,11365,1223,3001,QN38,95970,MAPLE NORWAY,ACER PLATANOIDES,(40.733411 -73.797623)
228644,30-023 84 ST,30-023,84 ST,11370,403,Front,QUPA,25,Good,None,Good,None,Queens,1016259.46,216533.0617,-73.884454,40.760952,403,11370,337,1003,QN28,130572,OAK PIN,QUERCUS PALUSTRIS,(40.760952 -73.884454)
154016,562 1 ST,562,1 ST,11215,206,Front,PLAC,15,Poor,None,Good,None,Brooklyn,991553.1885,183318.2085,-73.973673,40.66984,306,11215,165,3000,BK37,29005,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.66984 -73.973673)
499366,93 LITTLE CLOVE RD,93,LITTLE CLOVE RD,10301,501,Side,GIBI,6,Good,Yes,Good,None,Staten Island,955952.0001,161863.0001,-74.101919,40.610908,501,10301,16901,2024,SI07,13098,GINKGO,GINKGO BILOBA,(40.610908 -74.101919)
51547,100 ALCOTT PL,100,ALCOTT PL,10475,110,Front,GLTR,5,Excellent,None,Good,None,Bronx,1031112.5,256828.32,-73.830557,40.871484,210,10475,46201,7000,BX13,223241,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.871484 -73.830557)
377394,86-008 RANGE ST,86-008,RANGE ST,11427,413,Front,FRPE,8,Good,None,Good,None,Queens,1058167.918,206404.0153,-73.733287,40.732899,413,11427,1621,1005,QN43,100932,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.732899 -73.733287)
110908,230 KINGSTON AV,230,KINGSTON AV,11213,208,Adjacent,PLAC,25,Good,None,Good,None,Brooklyn,1000349.193,184070.0751,-73.941963,40.671892,308,11213,339,3000,BK61,42988,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.671892 -73.941963)
197310,126 GEORGE ST,126,GEORGE ST,11237,204,Front,ZESE,5,Good,None,Good,None,Brooklyn,1003801.757,195557.087,-73.929484,40.703414,304,11237,427,4001,BK77,44595,ZELKOVA JAPANESE,ZELKOVA SERRATA,(40.703414 -73.929484)
115488,78 STERLING PL,78,STERLING PL,11217,206,Front,ACSA2,17,Excellent,None,Raised,None,Brooklyn,990928.4628,186276.9261,-73.975922,40.677961,306,11217,159,4000,BK37,28935,MAPLE SUGAR,ACER SACCHARUM,(40.677961 -73.975922)
234768,69-061 73 PL,69-061,73 PL,11379,405,Front,ACSA1,12,Good,None,NA,None,Queens,1018154.641,197175.0269,-73.87771,40.707812,405,11379,619,1009,QN21,49521,MAPLE SILVER,ACER SACCHARINUM,(40.707812 -73.87771)
130501,973 E 80 ST,973,E 80 ST,11236,218,Adjacent,PLAC,23,Good,Yes,Raised,None,Brooklyn,1008691.983,170383.5021,-73.911938,40.634306,318,11236,956,1001,BK50,128420,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.634306 -73.911938)
468050,58 MASON BLVD,58,MASON BLVD,10309,503,Front,ACPL,4,Excellent,None,Good,None,Staten Island,926314.5002,137698.9998,-74.208455,40.544438,503,10309,20801,4006,SI32,108187,MAPLE NORWAY,ACER PLATANOIDES,(40.544438 -74.208455)
2819,37-039 CLINTON ST,37-039,CLINTON ST,10002,103,Adjacent,PS,0,Planting Space,None,Good,None,Manhattan,1,1,1,1,103,10002,3001,4000,MN27,33068,PLANTING SITE,PLANTING SITE,(1 1)
477975,162 WARWICK AV,162,WARWICK AV,10314,502,Side,PS,0,Planting Space,Yes,Good,None,Staten Island,946182.2853,160625.635,-74.137099,40.607475,502,10314,18902,2010,SI05,9164,PLANTING SITE,PLANTING SITE,(40.607475 -74.137099)
475888,46 RYE AV,46,RYE AV,10312,503,Side,FRPE,7,Good,None,Good,None,Staten Island,936927.2174,137943.4928,-74.170272,40.545172,503,10312,17011,1021,SI01,3610,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.545172 -74.170272)
272507,64-046 232 ST,64-046,232 ST,11364,411,Front,ACRU,5,Good,Yes,Good,None,Queens,1054756.291,212279.0826,-73.745535,40.749052,411,11364,1377,3007,QN42,101468,MAPLE RED,ACER RUBRUM,(40.749052 -73.745535)
323994,146-011 107 AV,146-011,107 AV,11435,412,Front,TICO,5,Good,Yes,Good,None,Queens,1038915.044,191755.4482,-73.802874,40.692832,412,11435,198,1002,QN01,57187,LINDEN LITTLE LEAF,TILIA CORDATA,(40.692832 -73.802874)
237730,78-004 76 ST,78-004,76 ST,11385,405,Front,ACPL,22,Good,None,Good,Stakes / Wires,Queens,1019376.104,195950.3325,-73.873311,40.704445,405,11385,63301,1004,QN19,49588,MAPLE NORWAY,ACER PLATANOIDES,(40.704445 -73.873311)
415622,134-034 159 ST,134-034,159 ST,11434,412,Front,ACSA1,32,Poor,None,Raised,None,Queens,1045901.189,184090.4294,-73.777752,40.671748,412,11434,294,2008,QN02,59329,MAPLE SILVER,ACER SACCHARINUM,(40.671748 -73.777752)
96700,299 GREENE AV,299,GREENE AV,11238,203,Front,ZESE,5,Good,None,Good,None,Brooklyn,995507.6722,189735.88,-73.959407,40.687451,303,11238,233,1001,BK75,29485,ZELKOVA JAPANESE,ZELKOVA SERRATA,(40.687451 -73.959407)
134358,1641 E 36 ST,1641,E 36 ST,11234,218,Front,PLAC,16,Good,None,Good,None,Brooklyn,1001498.434,163564.0086,-73.937873,40.615605,318,11234,646,1004,BK45,40731,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.615605 -73.937873)
71293,1785 POPHAM AV,1785,POPHAM AV,10453,105,Adjacent,SOJA,7,Good,None,Good,None,Bronx,1006886.795,249471.595,-73.918176,40.851388,205,10453,20502,1000,BX36,71917,JAPANESE PAGODA TREE,SOPHORA JAPONICA,(40.851388 -73.918176)
13209,320 W 96 ST,320,W 96 ST,10025,107,Front,ACPL,4,Good,None,Good,None,Manhattan,991561.7731,229071.9481,-73.973593,40.795423,107,10025,183,2000,MN12,37274,MAPLE NORWAY,ACER PLATANOIDES,(40.795423 -73.973593)
492461,32 HALPIN AV,32,HALPIN AV,10312,503,Front,PYCA,3,Good,Yes,Good,None,Staten Island,932702.0002,141198.5,-74.1855,40.554083,503,10312,17007,1005,SI48,4002,PEAR CALLERY,PYRUS CALLERYANA,(40.554083 -74.1855)
16166,128 W 75 ST,128,W 75 ST,10023,107,Front,TICO,11,Good,None,Good,None,Manhattan,990287.8655,223348.4953,-73.978199,40.779714,107,10023,161,5000,MN12,37090,LINDEN LITTLE LEAF,TILIA CORDATA,(40.779714 -73.978199)
498798,167 BEACH AV,167,BEACH AV,10306,502,Side,PLAC,21,Excellent,Yes,Good,None,Staten Island,951301.2208,147154.4005,-74.118598,40.57052,502,10306,134,3005,SI45,10508,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.57052 -74.118598)
190802,110 Avenue J,110,Avenue J,11230,212,Front,PLAC,13,Good,Yes,Good,None,Brooklyn,991005.1446,166474.4692,-73.975666,40.623608,312,11230,450,1005,BK46,26536,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.623608 -73.975666)
257107,82-037 KEW GARDENS RD,82-037,KEW GARDENS RD,11415,409,Side,PLAC,21,Good,None,Good,None,Queens,1031751.91,198562.7174,-73.828657,40.711558,409,11415,216,1012,QN60,56112,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.711558 -73.828657)
468431,53 OAKVILLE AV,53,OAKVILLE AV,10314,502,Front,PYCA,3,Excellent,None,Good,None,Staten Island,947229.384,157505.1237,-74.133311,40.598914,502,10314,27302,1012,SI05,8088,PEAR CALLERY,PYRUS CALLERYANA,(40.598914 -74.133311)
299876,41-041 41 ST,41-041,41 ST,11104,402,Front,UNKSTUM,8,Stump,None,Good,None,Queens,1005643.799,211227.2581,-73.922791,40.746421,402,11104,18102,1000,QN31,67719,UNKNOWN STUMP,UNKNOWN STUMP,(40.746421 -73.922791)
409922,115-048 144 ST,115-048,144 ST,11436,412,Front,ACPL,11,Good,None,Raised,None,Queens,1040114.143,187812.1305,-73.798583,40.682001,412,11436,188,1004,QN76,55800,MAPLE NORWAY,ACER PLATANOIDES,(40.682001 -73.798583)
86356,3697 WHITE PLAINS RD W,3697,WHITE PLAINS RD W,10467,112,Median,PLAC,28,Good,None,NA,None,Bronx,1021775.121,260439.8415,-73.864298,40.881442,212,10467,378,1001,BX44,88888,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.881442 -73.864298)
292684,139-015 58 AV,139-015,58 AV,11355,407,Side,ACSA1,20,Good,None,Good,None,Queens,1032524.73,210853.3127,-73.825781,40.745288,407,11355,799,1007,QN62,91248,MAPLE SILVER,ACER SACCHARINUM,(40.745288 -73.825781)
413654,25-000 100 ST,25-000,100 ST,11369,403,Assigned,PLAC,22,Good,Yes,Raised,None,Queens,1020304.3,217949.08,-73.869845,40.764823,403,11369,367,2006,QN27,83147,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.764823 -73.869845)
233127,83-017 60 AV,83-017,60 AV,11373,405,Front,ACPS,18,Good,None,Good,None,Queens,1018254.194,204485.3131,-73.877314,40.727876,405,11379,507,1003,QN21,75021,MAPLE SYCAMORE,ACER PSEUDOPLATANUS,(40.727876 -73.877314)
6240,920 5 AV,920,5 AV,10023,108,Across,ULAM,25,Excellent,None,Good,None,Manhattan,993516.9002,220950.2951,-73.966543,40.773129,108,10021,130,3001,MN40,37373,ELM AMERICAN,ULMUS AMERICANA,(40.773129 -73.966543)
275997,208-004 42 AV,208-004,42 AV,11361,411,Median,QUPA,2,Excellent,None,Good,Stakes / Wires,Queens,1046082.419,216770.7652,-73.776798,40.761446,411,11361,1467,3005,QN46,98016,OAK PIN,QUERCUS PALUSTRIS,(40.761446 -73.776798)
189853,5704 15 AV,5704,15 AV,11219,212,Front,ACPL,8,Good,None,Good,None,Brooklyn,986357.1276,168020.8269,-73.992409,40.627855,312,11219,240,2005,BK88,20194,MAPLE NORWAY,ACER PLATANOIDES,(40.627855 -73.992409)
359906,170-024 133 AV,170-024,133 AV,11434,412,Side,PLAC,6,Good,None,NA,None,Queens,1,1,1,1,0,0,Unknown,Unknown,Unknown,0,LONDON PLANETREE,PLATANUS ACERIFOLIA,(1 1)
95568,918 E 215 ST,918,E 215 ST,10467,112,Front,QURU,11,Excellent,Yes,Good,None,Bronx,1023472.532,259471.6627,-73.858165,40.878777,212,10469,382,1001,BX44,114046,OAK NORTHERN RED,QUERCUS RUBRA,(40.878777 -73.858165)
237485,71-042 PARSONS BLVD,71-042,PARSONS BLVD,11365,408,Front,PLAC,10,Good,None,Good,None,Queens,1036634.132,205015.6897,-73.810996,40.729242,408,11365,122702,2000,QN38,116783,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.729242 -73.810996)
79555,2744 KINGSBRIDGE TER,2744,KINGSBRIDGE TER,10463,108,Front,QUPA,3,Good,Yes,Good,None,Bronx,1010945.379,256891.5305,-73.903476,40.871742,208,10463,273,3000,BX28,79657,OAK PIN,QUERCUS PALUSTRIS,(40.871742 -73.903476)
132123,44 PAERDEGAT 15 ST,44,PAERDEGAT 15 ST,11236,218,Adjacent,ACPL,7,Good,None,Good,None,Brooklyn,1011787.983,168014.0122,-73.900793,40.627793,318,11236,998,2009,BK50,46055,MAPLE NORWAY,ACER PLATANOIDES,(40.627793 -73.900793)
61208,2222 KINGSLAND AV,2222,KINGSLAND AV,10469,111,Adjacent,ACSA1,15,Good,None,Good,None,Bronx,1028759.02,251914.9156,-73.839099,40.858011,211,10469,310,1009,BX31,88585,MAPLE SILVER,ACER SACCHARINUM,(40.858011 -73.839099)
514482,82 EVERGREEN ST,82,EVERGREEN ST,10308,503,Front,LIST,6,Excellent,None,Good,None,Staten Island,945132.5355,142712.6593,-74.140776,40.558303,503,10308,14606,2002,SI54,6908,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,(40.558303 -74.140776)
43522,240-242 WAVERLY PL,240-242,WAVERLY PL,10014,102,Side,PYCA,7,Excellent,None,Good,None,Manhattan,983694.7943,207641.596,-74.002003,40.736605,102,10014,77,5001,MN23,32256,PEAR CALLERY,PYRUS CALLERYANA,(40.736605 -74.002003)
32120,1 STATE ST,1,STATE ST,10004,101,Across,TICO,3,Good,None,Good,None,Manhattan,980607.7451,195053.8201,-74.013136,40.702054,101,10004,9,1013,MN25,257472,LINDEN LITTLE LEAF,TILIA CORDATA,(40.702054 -74.013136)
178956,8517 10 AV,8517,10 AV,11228,210,Front,PLAC,25,Good,Yes,Good,None,Brooklyn,978696.7059,164632.2621,-74.020003,40.618552,310,11228,166,1006,BK30,17221,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.618552 -74.020003)
45300,17 E 124 ST,17,E 124 ST,10027,111,Side,PYCA,3,Poor,None,Good,None,Manhattan,1000294.099,232725.9171,-73.942046,40.80544,111,10035,198,1002,MN34,9008153,PEAR CALLERY,PYRUS CALLERYANA,(40.80544 -73.942046)
5808,39 E 69 ST,39,E 69 ST,10021,108,Front,PYCA,7,Excellent,None,Good,None,Manhattan,993547.8451,219690.6551,-73.966433,40.769672,108,10021,122,1000,MN40,165565,PEAR CALLERY,PYRUS CALLERYANA,(40.769672 -73.966433)
24223,320 2 AV,320,2 AV,10003,106,Front,GIBI,8,Unknown,None,Good,None,Manhattan,989001.3077,207133.9476,-73.982856,40.73521,106,10003,48,6000,MN21,33155,GINKGO,GINKGO BILOBA,(40.73521 -73.982856)
202923,8872 26 AV,8872,26 AV,11214,213,Across,GLTR,9,Good,Yes,Good,None,Brooklyn,986821.1846,154629.144,-73.990742,40.591097,311,11214,304,1004,BK29,186606,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.591097 -73.990742)
199802,259 Avenue T,259,Avenue T,11223,211,Side,ACPS,17,Good,None,Good,None,Brooklyn,991116.5404,157528.4876,-73.975274,40.599053,311,11223,410,1004,BK29,25072,MAPLE SYCAMORE,ACER PSEUDOPLATANUS,(40.599053 -73.975274)
52589,2821 LAWTON AV,2821,LAWTON AV,10465,110,Adjacent,ACPL,8,Excellent,Yes,Good,None,Bronx,1034324.46,236913.3651,-73.819092,40.816806,210,10465,132,4004,BX52,131813,MAPLE NORWAY,ACER PLATANOIDES,(40.816806 -73.819092)
334289,157-034 QUINCE AV,157-034,QUINCE AV,11355,407,Front,QUPA,28,Good,Yes,Good,None,Queens,1036947.316,212454.3764,-73.809808,40.749658,407,11355,1203,1000,QN52,114081,OAK PIN,QUERCUS PALUSTRIS,(40.749658 -73.809808)
14304,20 W 86 ST,20,W 86 ST,10024,107,Front,FRPE,7,Excellent,None,Good,None,Manhattan,992586.875,225467.6544,-73.969895,40.785529,107,10024,169,1000,MN12,37313,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.785529 -73.969895)
280765,1 SHORE BLVD,1,SHORE BLVD,11105,401,Assigned,PLAC,26,Poor,None,Good,None,Queens,1006332,224229.5,-73.920264,40.782107,0,0,Unknown,Unknown,Unknown,0,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.782107 -73.920264)
428826,151-039 28 AV,151-039,28 AV,11354,407,Front,QUPA,24,Excellent,None,Good,None,Queens,1036348.267,220835.3862,-73.811905,40.772665,407,11354,1059,2006,QN51,92757,OAK PIN,QUERCUS PALUSTRIS,(40.772665 -73.811905)
277105,47-011 244 ST,47-011,244 ST,11362,411,Front,PYCA,4,Good,None,Good,None,Queens,1056050.852,217366.5342,-73.740808,40.763006,411,11362,150701,2010,QN45,117524,PEAR CALLERY,PYRUS CALLERYANA,(40.763006 -73.740808)
171589,2514 NEPTUNE AV,2514,NEPTUNE AV,11224,213,Across,PLAC,18,Good,None,Good,None,Brooklyn,986270.5102,149897.4775,-73.992726,40.57811,313,11224,328,1000,BK21,161475,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.57811 -73.992726)
96981,420 FRANKLIN AV,420,FRANKLIN AV,11238,203,Front,GLTR,8,Good,None,Good,None,Brooklyn,996368.1416,188593.2487,-73.956307,40.684313,303,11238,229,4001,BK69,29576,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.684313 -73.956307)
328260,82-030 260 ST,82-030,260 ST,11004,413,Front,ACPL,6,Good,Yes,Good,None,Queens,1064747.418,209212.6942,-73.709513,40.740551,413,11004,157902,4002,QN44,102886,MAPLE NORWAY,ACER PLATANOIDES,(40.740551 -73.709513)
410706,111-022 145 ST,111-022,145 ST,11435,412,Front,ACPS,4,Good,Yes,Good,None,Queens,1039793.716,189403.4553,-73.799725,40.686371,412,11435,194,2009,QN01,55815,MAPLE SYCAMORE,ACER PSEUDOPLATANUS,(40.686371 -73.799725)
350160,121-050 238 ST,121-050,238 ST,11422,413,Front,ACPL,5,Good,None,Good,None,Queens,1059606.162,188172.8749,-73.728301,40.682847,413,11422,61601,1001,QN66,171848,MAPLE NORWAY,ACER PLATANOIDES,(40.682847 -73.728301)
401689,151-072 11 AV,151-072,11 AV,11357,407,Front,PS,0,Planting Space,None,Good,None,Queens,1036620.168,228020.7665,-73.810867,40.792385,407,11357,987,2002,QN49,92961,PLANTING SITE,PLANTING SITE,(40.792385 -73.810867)
208560,1366 64 ST,1366,64 ST,11219,210,Front,QURU,15,Good,None,Good,None,Brooklyn,984409.3642,167234.7799,-73.999426,40.625697,310,11219,194,1001,BK30,19915,OAK NORTHERN RED,QUERCUS RUBRA,(40.625697 -73.999426)
97109,361 14 ST,361,14 ST,11215,206,Front,QURU,15,Good,None,Raised,None,Brooklyn,988501.0557,181251.4886,-73.984677,40.664169,306,11215,149,1000,BK37,22728,OAK NORTHERN RED,QUERCUS RUBRA,(40.664169 -73.984677)
407726,4-049 B 137 ST,4-049,B 137 ST,11694,414,Front,ACPL,11,Good,None,Good,None,Queens,1,1,1,1,0,0,Unknown,Unknown,Unknown,0,MAPLE NORWAY,ACER PLATANOIDES,(1 1)
506346,78 MEISNER AV,78,MEISNER AV,10306,502,Front,QURU,9,Excellent,Yes,Good,None,Staten Island,947723.6711,150885.3619,-74.131495,40.580746,502,10306,279,2002,SI24,111077,OAK NORTHERN RED,QUERCUS RUBRA,(40.580746 -74.131495)
183116,360 BAY RIDGE AV,360,BAY RIDGE AV,11220,210,Adjacent,PLAC,13,Good,None,Good,None,Brooklyn,977448.4395,170645.4577,-74.024506,40.635056,310,11220,68,2000,BK31,17630,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.635056 -74.024506)
461506,80 PEMBERTON AV,80,PEMBERTON AV,10308,503,Front,PYCA,4,Excellent,None,NA,None,Staten Island,940876.3279,143938.357,-74.156101,40.561647,503,10308,14608,1000,SI54,6421,PEAR CALLERY,PYRUS CALLERYANA,(40.561647 -74.156101)
489658,104 MEMPHIS AV,104,MEMPHIS AV,10312,503,Front,ACPL,2,Good,None,Good,None,Staten Island,936708.5212,139221.1855,-74.171068,40.548678,503,10312,17011,1010,SI01,3624,MAPLE NORWAY,ACER PLATANOIDES,(40.548678 -74.171068)
237429,63-037 FOREST AV,63-037,FOREST AV,11385,405,Front,ACSA2,7,Excellent,Yes,Good,None,Queens,1010677.591,197905.8087,-73.904676,40.709843,405,11385,593,2003,QN20,48611,MAPLE SUGAR,ACER SACCHARUM,(40.709843 -73.904676)
73331,108 VANCORTLANDT PK S,108,VANCORTLANDT PK S,10463,108,Across,QURU,18,Excellent,None,Good,None,Bronx,1014025.5,261782.5001,-73.892317,40.885156,208,10463,281,2000,BX28,81210,OAK NORTHERN RED,QUERCUS RUBRA,(40.885156 -73.892317)
68090,109 E 237 ST,109,E 237 ST,10470,112,Front,ACPL,18,Poor,Yes,Raised,None,Bronx,1019460.524,266613.3742,-73.872636,40.898395,212,10470,44901,1003,BX62,81401,MAPLE NORWAY,ACER PLATANOIDES,(40.898395 -73.872636)
133649,3928 Avenue K,3928,Avenue K,11210,218,Front,PLAC,21,Good,Yes,Good,None,Brooklyn,1001583.337,167276.3763,-73.937558,40.625795,318,11210,736,3000,BK58,40794,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.625795 -73.937558)
86660,5960 DELAFIELD AV,5960,DELAFIELD AV,10471,108,Front,ULAM,7,Poor,Yes,Good,None,Bronx,1011085.123,269982.9249,-73.902918,40.907673,208,10471,337,3002,BX22,81020,ELM AMERICAN,ULMUS AMERICANA,(40.907673 -73.902918)
206743,9935 3 AV,9935,3 AV,11209,210,Front,PR,2,Excellent,None,Good,None,Brooklyn,974411.0448,162808.0892,-74.035438,40.613542,310,11209,5602,1003,BK31,16722,CHERRY OTHER,PRUNUS SPECIES,(40.613542 -74.035438)
484669,576 GENESEE AV,576,GENESEE AV,10312,503,Front,ACPL,3,Good,None,Good,None,Staten Island,935195.7644,140344.805,-74.176519,40.551754,503,10312,17012,3004,SI01,4202,MAPLE NORWAY,ACER PLATANOIDES,(40.551754 -74.176519)
198590,368 WASHINGTON AV,368,WASHINGTON AV,11238,202,Front,PLAC,33,Good,None,Raised,None,Brooklyn,993752.5012,189858.9557,-73.965736,40.687791,302,11238,197,3000,BK69,30284,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.687791 -73.965736)
399454,143-021 257 ST,143-021,257 ST,11422,413,Front,PLAC,16,Good,None,Good,None,Queens,1059709.412,179631.3238,-73.728024,40.659402,413,11422,656,3005,QN05,62723,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.659402 -73.728024)
123821,746 ALABAMA AV,746,ALABAMA AV,11207,205,Adjacent,PLAC,26,Good,Yes,Good,None,Brooklyn,1013806.807,179050.7307,-73.893472,40.65808,305,11207,1104,1001,BK82,168004,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.65808 -73.893472)
64516,1958 E 196 ST,1958,E 196 ST,10458,107,Side,ACPL,12,Good,None,Good,None,Bronx,1,1,1,1,0,0,Unknown,Unknown,Unknown,0,MAPLE NORWAY,ACER PLATANOIDES,(1 1)
115847,2801 VOORHIES AV,2801,VOORHIES AV,11235,215,Front,ACPL,7,Unknown,None,Good,Stakes / Wires,Brooklyn,1000548.855,153176.555,-73.941318,40.587095,315,11235,600,1001,BK17,39689,MAPLE NORWAY,ACER PLATANOIDES,(40.587095 -73.941318)
256971,107-043 128 ST,107-043,128 ST,11419,410,Front,PLAC,22,Good,Yes,Good,None,Queens,1035443.094,189090.1676,-73.815414,40.685538,410,11419,164,1003,QN55,55210,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.685538 -73.815414)
86992,5550 FIELDSTON RD,5550,FIELDSTON RD,10471,108,Front,GIBI,4,Excellent,None,Good,None,Bronx,1011690.85,268379.4682,-73.900733,40.90327,208,10471,345,3000,BX22,113684,GINKGO,GINKGO BILOBA,(40.90327 -73.900733)
180161,549 BAY RIDGE PKWY,549,BAY RIDGE PKWY,11209,210,Front,PLAC,23,Good,None,Raised,None,Brooklyn,978287.1466,168361.5344,-74.021482,40.628788,310,11209,134,3001,BK31,17193,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.628788 -74.021482)
289893,110-069 65 AV,110-069,65 AV,11375,406,Side,PYCA,4,Good,None,Good,None,Queens,1027187.812,206279.4859,-73.845071,40.732762,406,11375,747,1006,QN17,82471,PEAR CALLERY,PYRUS CALLERYANA,(40.732762 -73.845071)
481561,16 SHIEL AV,16,SHIEL AV,10309,503,Front,PYCA,4,Good,None,Good,None,Staten Island,924817.8241,137995.6152,-74.213843,40.545243,503,10309,20801,3001,SI32,1594,PEAR CALLERY,PYRUS CALLERYANA,(40.545243 -74.213843)
456830,92 JOSEPH AV,92,JOSEPH AV,10314,502,Side,PYCA,6,Excellent,None,Good,None,Staten Island,946256.9944,158250.4068,-74.136817,40.600956,502,10314,27302,1007,SI05,8025,PEAR CALLERY,PYRUS CALLERYANA,(40.600956 -74.136817)
206485,9437 SHORE RD,9437,SHORE RD,11209,210,Across,QUPA,11,Excellent,Yes,Good,None,Brooklyn,973508.6699,164086.9844,-74.03869,40.617051,310,11209,54,1001,BK31,16614,OAK PIN,QUERCUS PALUSTRIS,(40.617051 -74.03869)
191415,1080 E 7 ST,1080,E 7 ST,11230,212,Adjacent,FRPE,8,Good,None,Good,None,Brooklyn,992807.8993,166877.9506,-73.969171,40.624714,312,11230,458,2002,BK43,26789,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.624714 -73.969171)
507990,44 DONGAN HILLS AV,44,DONGAN HILLS AV,10306,502,Front,PLAC,11,Good,None,Good,None,Staten Island,956314.8571,153545.745,-74.100578,40.58808,502,10306,11401,2004,SI36,9005289,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.58808 -74.100578)
31371,1066 2 AV,1066,2 AV,10022,106,Side,GLTR,7,Good,None,Good,None,Manhattan,993731.04,215672.6901,-73.965777,40.758643,106,10022,108,3000,MN19,36260,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.758643 -73.965777)
10297,521 W 185 ST,521,W 185 ST,10033,112,Adjacent,QUPA,11,Good,None,Good,None,Manhattan,1003643,249260.5001,-73.929901,40.850816,112,10033,269,2000,MN35,71384,OAK PIN,QUERCUS PALUSTRIS,(40.850816 -73.929901)
33761,66 WHITE ST,66,WHITE ST,10013,101,Front,ZESE,2,Poor,None,Good,None,Manhattan,983360.9377,200900.2951,-74.003207,40.718102,101,10013,33,1002,MN24,32055,ZELKOVA JAPANESE,ZELKOVA SERRATA,(40.718102 -74.003207)
262818,107-057 108 ST,107-057,108 ST,11419,410,Front,ACPL,1,Good,Yes,Good,None,Queens,1030792.11,187230.4191,-73.832197,40.680459,410,11419,96,1002,QN55,54648,MAPLE NORWAY,ACER PLATANOIDES,(40.680459 -73.832197)
472984,53 RENEE DR,53,RENEE DR,10306,503,Front,PLAC,2,Excellent,Yes,Good,None,Staten Island,947226.3018,145246.7597,-74.133255,40.565267,503,10306,138,2025,SI25,7253,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.565267 -74.133255)
54245,2955 PHILIP AV,2955,PHILIP AV,10465,110,Front,ACPL,18,Good,None,Good,None,Bronx,1033429.514,241171.659,-73.822294,40.828499,210,10465,162,2002,BX52,94663,MAPLE NORWAY,ACER PLATANOIDES,(40.828499 -73.822294)
76025,355 COLLEGE RD,355,COLLEGE RD,10471,108,Side,ACSA2,6,Good,None,NA,None,Bronx,1011840.179,265180.2332,-73.900206,40.894489,208,10471,351,3002,BX22,116481,MAPLE SUGAR,ACER SACCHARUM,(40.894489 -73.900206)
