recordid,address,house_number,street,zip_original,cb_original,site,species,diameter,status,wires,sidewalk_condition,support_structure,borough,x,y,longitude,latitude,cb_new,zip_new,censustract_2010,censusblock_2010,nta_2010,segmentid,spc_common,spc_latin,location
374964,87-036 254 ST,87-036,254 ST,11426,413,Front,FRPE,8,Good,Yes,Good,None,Queens,1064101.367,205291.6939,-73.711891,40.729794,413,11426,1617,3001,QN43,102830,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.729794 -73.711891)
374464,256-002 86 AV,256-002,86 AV,11001,413,Side,SOJA,13,Good,None,Good,None,Queens,1064490.634,206359.4425,-73.710473,40.732722,413,11001,157903,3008,QN44,102854,JAPANESE PAGODA TREE,SOPHORA JAPONICA,(40.732722 -73.710473)
218975,24-002 96 ST,24-002,96 ST,11369,403,Front,ACPL,12,Good,Yes,Good,None,Queens,1019181.199,218447.1929,-73.873897,40.766194,403,11369,357,1006,QN27,76833,MAPLE NORWAY,ACER PLATANOIDES,(40.766194 -73.873897)
431446,39-026 SKILLMAN AV,39-026,SKILLMAN AV,11104,402,Assigned,PLAC,3,Good,None,Good,None,Queens,1005163.025,211555.6001,-73.924525,40.747323,402,11104,179,1000,QN31,67619,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.747323 -73.924525)
186724,1850 BAY RIDGE PKWY,1850,BAY RIDGE PKWY,11204,211,Front,PI2,8,Poor,None,Good,None,Brooklyn,985650.432,162524.7126,-73.994956,40.612769,311,11204,274,2001,BK28,19978,PINE OTHER,PINUS SPECIES,(40.612769 -73.994956)
241261,66-055 FRESH POND RD,66-055,FRESH POND RD,11385,405,Front,GIBI,14,Good,None,Good,None,Queens,1012721.579,196961.9727,-73.897307,40.707246,405,11385,61301,4002,QN20,48923,GINKGO,GINKGO BILOBA,(40.707246 -73.897307)
263237,85-012 87 ST,85-012,87 ST,11421,409,Front,PLAC,26,Good,Yes,Good,None,Queens,1023637.935,192551.06,-73.85796,40.695097,409,11421,12,1003,QN53,52534,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.695097 -73.85796)
178146,7803 13 AV,7803,13 AV,11228,210,Front,FRPE,8,Good,Yes,Good,None,Brooklyn,981685.4273,164635.9824,-74.009238,40.618564,310,11228,198,2003,BK30,19517,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.618564 -74.009238)
195601,583B FULTON ST,583B,FULTON ST,11201,202,Front,CO1,4,Excellent,None,Good,None,Brooklyn,989408.4282,190329.8981,-73.981399,40.689087,0,0,Unknown,Unknown,Unknown,0,DOGWOOD OTHER,CORNUS SPECIES,(40.689087 -73.981399)
119792,1816 E 9 ST,1816,E 9 ST,11223,215,Adjacent,ACPL,10,Dead,None,Good,None,Brooklyn,994426.8983,159616.1946,-73.96335,40.60478,315,11223,416,1001,BK25,163274,MAPLE NORWAY,ACER PLATANOIDES,(40.60478 -73.96335)
35298,328 E 94 ST,328,E 94 ST,10128,108,Front,FRPE,3,Excellent,Yes,Good,None,Manhattan,998831.8277,224422.144,-73.947346,40.782651,108,10128,154,2000,MN32,37894,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.782651 -73.947346)
391379,146-002 133 AV,146-002,133 AV,11436,412,Side,QUPA,15,Good,Yes,Raised,None,Queens,1041750.325,182981.796,-73.792725,40.668733,412,11436,792,1008,QN76,58783,OAK PIN,QUERCUS PALUSTRIS,(40.668733 -73.792725)
477349,263 ASHLAND AV,263,ASHLAND AV,10309,503,Front,PYCA,8,Excellent,None,Good,None,Staten Island,928421.3876,132730.6001,-74.200834,40.530814,503,10309,20804,3009,SI32,1977,PEAR CALLERY,PYRUS CALLERYANA,(40.530814 -74.200834)
239156,77-058 74 ST,77-058,74 ST,11385,405,Front,ACPL,18,Poor,None,Good,None,Queens,1018760.188,196179.3314,-73.875531,40.705076,405,11385,63301,1007,QN19,49511,MAPLE NORWAY,ACER PLATANOIDES,(40.705076 -73.875531)
361372,125 B 131 ST,125,B 131 ST,11694,414,Assigned,PITH,3,Excellent,None,NA,None,Queens,1029059.375,219621.51,-73.838229,40.769373,414,11694,928,1001,QN10,49889,PINE JAPANESE BLACK,PINUS THUNBERGII,(40.769373 -73.838229)
462788,126 BURTON AV,126,BURTON AV,10309,503,Front,PYCA,4,Good,None,Good,None,Staten Island,927133.9009,127590.8024,-74.205422,40.516699,503,10309,198,2021,SI01,1050,PEAR CALLERY,PYRUS CALLERYANA,(40.516699 -74.205422)
211721,11 VAN SICKLEN CT,11,VAN SICKLEN CT,11207,205,Assigned,QUPH,3,Good,None,Good,Stakes / Wires,Brooklyn,1014109.029,187313.2205,-73.892346,40.680758,305,11207,114202,2002,BK83,47739,OAK WILLOW,QUERCUS PHELLOS,(40.680758 -73.892346)
263069,105-002 107 AV,105-002,107 AV,11417,410,Front,UNKNOWN,18,Good,Yes,Raised,None,Queens,1029943.052,187372.1969,-73.835257,40.680852,410,11417,94,1000,QN55,52162,UNKNOWN LIVE TREES,UNKNOWN LIVE TREES,(40.680852 -73.835257)
97804,248 JEFFERSON AV,248,JEFFERSON AV,11216,203,Front,STUMP,0,Stump,None,Good,None,Brooklyn,998718.8979,188311.6461,-73.947831,40.683537,303,11216,249,2001,BK75,29793,STUMP,STUMP,(40.683537 -73.947831)
116223,2660 E 29 ST,2660,E 29 ST,11235,215,Front,PLAC,21,Excellent,Yes,Raised,None,Brooklyn,1000755.428,153534.3066,-73.940574,40.588077,315,11235,600,1001,BK17,39702,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.588077 -73.940574)
401783,151-037 7 AV,151-037,7 AV,11357,407,Front,TICO,2,Good,Yes,Good,None,Queens,1036213.489,229029.8737,-73.812328,40.795157,407,11357,987,1006,QN49,92989,LINDEN LITTLE LEAF,TILIA CORDATA,(40.795157 -73.812328)
240234,68-036 64 PL,68-036,64 PL,11385,405,Across,ACPL,15,Good,Yes,Good,None,Queens,1013810.988,196312.699,-73.893381,40.70546,405,11385,581,1002,QN20,49049,MAPLE NORWAY,ACER PLATANOIDES,(40.70546 -73.893381)
336475,123-005 30 AV,123-005,30 AV,11354,407,Front,PYCA,5,Good,Yes,Good,None,Queens,1027295,220344.5001,-73.844594,40.771366,407,11354,907,1023,QN23,196604,PEAR CALLERY,PYRUS CALLERYANA,(40.771366 -73.844594)
228978,60-053 69 ST,60-053,69 ST,11378,405,Front,ACSA1,25,Good,None,Good,None,Queens,1014266.65,201662.6275,-73.891714,40.720143,405,11378,66701,1012,QN21,74301,MAPLE SILVER,ACER SACCHARINUM,(40.720143 -73.891714)
142893,2813 Avenue P,2813,Avenue P,11229,215,Adjacent,PYCA,3,Good,None,Good,None,Brooklyn,999277.2686,162175.9336,-73.945876,40.611799,315,11229,642,1001,BK44,27574,PEAR CALLERY,PYRUS CALLERYANA,(40.611799 -73.945876)
461051,29 GILBERT PL,29,GILBERT PL,10309,503,Across,PYCA,2,Excellent,Yes,Good,Stakes / Wires,Staten Island,924563.2811,129564.8077,-74.214685,40.5221,503,10309,226,4025,SI11,945,PEAR CALLERY,PYRUS CALLERYANA,(40.5221 -74.214685)
355295,73-027 171 ST,73-027,171 ST,11366,408,Front,ACPL,17,Good,None,NA,None,Queens,1040069.588,204727.1516,-73.798603,40.728429,408,11366,1247,1004,QN38,95929,MAPLE NORWAY,ACER PLATANOIDES,(40.728429 -73.798603)
35399,160 E 89 ST,160,E 89 ST,10128,108,Front,SOJA,8,Excellent,None,Good,None,Manhattan,997104.7197,223884.7365,-73.953584,40.781179,108,10128,14802,2000,MN40,37670,JAPANESE PAGODA TREE,SOPHORA JAPONICA,(40.781179 -73.953584)
464274,4456 AMBOY RD,4456,AMBOY RD,10312,503,Adjacent,QUPA,4,Good,None,Good,None,Staten Island,939077.4548,137602.5173,-74.162533,40.544248,503,10312,15601,1013,SI54,119801,OAK PIN,QUERCUS PALUSTRIS,(40.544248 -74.162533)
350646,130-006 230 ST,130-006,230 ST,11413,413,Front,ACPL,19,Dead,None,Good,None,Queens,1057059.637,187681.6693,-73.737488,40.68152,413,11413,620,1005,QN66,63853,MAPLE NORWAY,ACER PLATANOIDES,(40.68152 -73.737488)
333212,37-020 81 ST,37-020,81 ST,11372,403,Adjacent,QUPA,11,Poor,None,Good,None,Queens,1016069.991,212251.8695,-73.885158,40.749202,403,11372,283,5001,QN28,76350,OAK PIN,QUERCUS PALUSTRIS,(40.749202 -73.885158)
273810,57-032 260 ST,57-032,260 ST,11362,411,Front,ACPL,10,Excellent,None,Raised,None,Queens,1061070.517,217452.1342,-73.722687,40.763199,411,11362,152902,2005,QN45,103158,MAPLE NORWAY,ACER PLATANOIDES,(40.763199 -73.722687)
84638,1501 ST PETERS AV,1501,ST PETERS AV,10461,110,Front,ZESE,10,Good,None,Good,None,Bronx,1026726.18,245282.475,-73.84649,40.839817,210,10461,202,1001,BX59,86810,ZELKOVA JAPANESE,ZELKOVA SERRATA,(40.839817 -73.84649)
474704,434 WINANT AV,434,WINANT AV,10309,503,Front,PYCA,5,Excellent,Yes,Good,None,Staten Island,924037.6472,138423.8936,-74.216654,40.546413,503,10309,20801,2013,SI32,1581,PEAR CALLERY,PYRUS CALLERYANA,(40.546413 -74.216654)
229579,62-073 81 ST,62-073,81 ST,11379,405,Side,FRPE,16,Poor,None,Good,None,Queens,1018668.989,202425.9357,-73.875828,40.722222,405,11379,663,3000,QN21,74995,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.722222 -73.875828)
325080,193-003 UNION TPKE,193-003,UNION TPKE,11366,408,Adjacent,QUPA,8,Excellent,None,Good,None,Queens,1045904.497,205387.096,-73.777545,40.730202,408,11366,1333,4006,QN41,96606,OAK PIN,QUERCUS PALUSTRIS,(40.730202 -73.777545)
126607,424 MARLBOROUGH RD,424,MARLBOROUGH RD,11226,214,Front,QUPA,32,Good,None,Raised,None,Brooklyn,994199.9262,172357.2548,-73.964148,40.639752,314,11226,520,1002,BK42,28180,OAK PIN,QUERCUS PALUSTRIS,(40.639752 -73.964148)
265554,135-040 125 ST,135-040,125 ST,11420,410,Front,ACPL,6,Poor,Yes,Good,None,Queens,1035657.332,182933.6661,-73.814689,40.668638,410,11420,838,1005,QN55,55111,MAPLE NORWAY,ACER PLATANOIDES,(40.668638 -73.814689)
474043,732 WESTWOOD AV,732,WESTWOOD AV,10314,502,Side,PS,0,Planting Space,None,Good,None,Staten Island,946487.7251,160046.2101,-74.135996,40.605886,502,10314,18902,2019,SI05,9179,PLANTING SITE,PLANTING SITE,(40.605886 -74.135996)
70248,70 WHITE PLAINS RD W,70,WHITE PLAINS RD W,10467,111,Front,ACSA2,12,Good,None,Good,None,Bronx,1024514.947,233120.2436,-73.854554,40.806445,209,10473,4,3005,BX09,85376,MAPLE SUGAR,ACER SACCHARUM,(40.806445 -73.854554)
149549,1001 E 29 ST,1001,E 29 ST,11210,214,Side,SOJA,3,Good,None,Good,None,Brooklyn,998721.8902,167578.9351,-73.947865,40.62663,314,11210,750,2000,BK43,27524,JAPANESE PAGODA TREE,SOPHORA JAPONICA,(40.62663 -73.947865)
92904,651 ADEE AV,651,ADEE AV,10467,112,Front,UNKDEAD,12,Dead,Yes,Good,None,Bronx,1020409.38,256151.8649,-73.86926,40.869678,212,10467,336,1003,BX07,9003896,UNKNOWN DEAD TREES,UNKNOWN DEAD TREES,(40.869678 -73.86926)
319154,183-002 LIBERTY AV,183-002,LIBERTY AV,11412,412,Across,PS,0,Planting Space,None,Good,None,Queens,1046858.18,196239.225,-73.774189,40.705087,412,11412,404,4007,QN08,60995,PLANTING SITE,PLANTING SITE,(40.705087 -73.774189)
106019,1063 HERKIMER ST,1063,HERKIMER ST,11233,203,Front,TICO,3,Poor,None,Good,Stakes / Wires,Brooklyn,1006945.75,186272.7151,-73.918176,40.677923,303,11233,301,3000,BK79,43659,LINDEN LITTLE LEAF,TILIA CORDATA,(40.677923 -73.918176)
216138,40-024 CRESCENT ST,40-024,CRESCENT ST,11101,402,Across,UNKNOWN,2,Good,None,Good,None,Queens,1001362.899,213683.0337,-73.938234,40.75317,401,11101,33,2003,QN68,67264,UNKNOWN LIVE TREES,UNKNOWN LIVE TREES,(40.75317 -73.938234)
358336,89-065 218 ST,89-065,218 ST,11427,413,Front,ACSA1,21,Good,None,Good,None,Queens,1055063.005,203971.7331,-73.744515,40.726249,413,11427,556,1001,QN34,100409,MAPLE SILVER,ACER SACCHARINUM,(40.726249 -73.744515)
443059,274 PORTAGE AV,274,PORTAGE AV,10314,502,Front,TICO,12,Excellent,Yes,Good,None,Staten Island,948104.3041,157969.5281,-74.130163,40.600192,502,10314,18702,4014,SI05,8147,LINDEN LITTLE LEAF,TILIA CORDATA,(40.600192 -74.130163)
9322,255 BLEEKER ST,255,BLEEKER ST,10014,102,Side,PYCA,6,Good,None,Good,None,Manhattan,983434.5253,205647.7852,-74.002942,40.731132,102,10014,67,1002,MN23,32185,PEAR CALLERY,PYRUS CALLERYANA,(40.731132 -74.002942)
512894,83-085 GAULDY AV,83-085,GAULDY AV,10314,502,Front,FRPE,7,Good,None,Good,None,Staten Island,1,1,1,1,502,10314,29104,1005,SI05,5413,ASH GREEN,FRAXINUS PENNSYLVANICA,(1 1)
379585,3-004 B 63 ST,3-004,B 63 ST,11692,414,Front,ACPL,11,Good,Yes,Raised,None,Queens,1,1,1,1,0,0,Unknown,Unknown,Unknown,0,MAPLE NORWAY,ACER PLATANOIDES,(1 1)
276222,244-005 VANZANDT AV,244-005,VANZANDT AV,11362,411,Across,PLAC,38,Good,Yes,Good,None,Queens,1056296.857,216809.2985,-73.739926,40.761474,411,11362,150701,2010,QN45,101725,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.761474 -73.739926)
265039,129-018 KEW GARDENS RD,129-018,KEW GARDENS RD,11415,409,Front,ACPL,4,Poor,None,Good,None,Queens,1033094.333,196822.6973,-73.823827,40.706775,409,11415,138,2005,QN60,56368,MAPLE NORWAY,ACER PLATANOIDES,(40.706775 -73.823827)
94394,4041 BAYCHESTER AV,4041,BAYCHESTER AV,10466,112,Front,PLAC,16,Unknown,None,Raised,None,Bronx,1027647.469,264037.3494,-73.843039,40.891289,212,10466,426,1001,BX62,131433,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.891289 -73.843039)
502201,923 SHELDEN AV,923,SHELDEN AV,10309,503,Across,QUPA,11,Excellent,None,Good,None,Staten Island,926970.623,135528.934,-74.206076,40.538486,503,10309,20803,2007,SI32,1892,OAK PIN,QUERCUS PALUSTRIS,(40.538486 -74.206076)
157703,109 N 8 ST,109,N 8 ST,11211,201,Front,ACPL,6,Good,None,Good,None,Brooklyn,995630.0759,201419.1431,-73.958946,40.719518,301,11249,557,2014,BK73,34955,MAPLE NORWAY,ACER PLATANOIDES,(40.719518 -73.958946)
401212,2-074 149 PL,2-074,149 PL,11357,407,Adjacent,ACSA1,34,Good,None,Good,None,Queens,1034291.345,229950.7243,-73.819263,40.797696,407,11357,981,1001,QN49,121482,MAPLE SILVER,ACER SACCHARINUM,(40.797696 -73.819263)
272732,40-043 220 ST,40-043,220 ST,11361,411,Across,PLAC,18,Good,None,Good,None,Queens,1049925.129,217906.6537,-73.762916,40.764536,411,11361,1113,2010,QN46,98572,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.764536 -73.762916)
290507,56-017 138 ST,56-017,138 ST,11355,407,Front,PLAC,28,Good,None,Good,None,Queens,1032197.787,211878.8266,-73.826954,40.748105,407,11355,799,1003,QN62,91267,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.748105 -73.826954)
164993,1430 EASTERN PKWY,1430,EASTERN PKWY,11233,216,Median,FR,6,Good,None,Good,None,Brooklyn,1,1,1,1,316,11233,361,2003,BK79,115391,ASH OTHER,FRAXINUS SPECIES,(1 1)
177914,1255 BUSHWICK AV,1255,BUSHWICK AV,11207,204,Adjacent,GLTR,8,Good,None,Good,None,Brooklyn,1008017.377,189694.2658,-73.9143,40.687312,304,11207,401,3000,BK78,43823,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.687312 -73.9143)
254222,85-045 98 ST,85-045,98 ST,11421,409,Front,ACPL,27,Good,Yes,Raised,None,Queens,1026206.958,193123.0902,-73.848692,40.696656,409,11421,24,2003,QN54,106511,MAPLE NORWAY,ACER PLATANOIDES,(40.696656 -73.848692)
245751,67-030 167 ST,67-030,167 ST,11365,408,Front,ACPL,19,Poor,None,NA,None,Queens,1039100.022,206848.0807,-73.802084,40.734257,408,11365,1223,3007,QN38,90945,MAPLE NORWAY,ACER PLATANOIDES,(40.734257 -73.802084)
162252,17 KANSAS PL,17,KANSAS PL,11234,218,Front,PLAC,10,Good,Yes,Good,None,Brooklyn,1010870.474,160074.6144,-73.90413,40.606004,318,11234,70201,3006,BK45,45916,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.606004 -73.90413)
64045,1151 BURKE AV,1151,BURKE AV,10469,111,Side,ACRU,18,Good,None,Raised,None,Bronx,1024731.885,256710.9101,-73.853628,40.871194,211,10469,348,1004,BX31,9003974,MAPLE RED,ACER RUBRUM,(40.871194 -73.853628)
50854,187 CITY ISLAND AV,187,CITY ISLAND AV,10464,110,Front,TICO,9,Good,Yes,Good,None,Bronx,1043726.692,246606.0804,-73.785038,40.843352,210,10464,516,4004,BX10,99568,LINDEN LITTLE LEAF,TILIA CORDATA,(40.843352 -73.785038)
463344,33 FINLAY AV,33,FINLAY AV,10309,503,Across,ACSA1,4,Excellent,None,Good,None,Staten Island,927044.7994,128794.1912,-74.205752,40.520001,503,10309,198,2013,SI01,1054,MAPLE SILVER,ACER SACCHARINUM,(40.520001 -74.205752)
314436,62-063 60 ST,62-063,60 ST,11385,405,Front,ZESE,11,Good,Yes,Good,None,Queens,1010689.42,198775.7423,-73.90463,40.712231,405,11385,593,1002,QN20,48628,ZELKOVA JAPANESE,ZELKOVA SERRATA,(40.712231 -73.90463)
118495,2207 E 4 ST,2207,E 4 ST,11223,215,Front,PLAC,19,Good,Yes,Good,None,Brooklyn,993263.652,156543.3486,-73.967543,40.596347,315,11223,394,3002,BK25,25464,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.596347 -73.967543)
221716,141-012 78 RD,141-012,78 RD,11367,408,Front,UNKNOWN,16,Unknown,None,Good,None,Queens,1034167.538,201199.4017,-73.819924,40.718782,408,11367,77903,2000,QN37,178901,UNKNOWN LIVE TREES,UNKNOWN LIVE TREES,(40.718782 -73.819924)
231324,59-026 PALMETTO ST,59-026,PALMETTO ST,11385,405,Front,PLAC,15,Good,Yes,Good,None,Queens,1011254.51,196953.3951,-73.902599,40.707227,405,11385,587,1002,QN20,48747,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.707227 -73.902599)
414813,188-023 NASHVILLE BLVD,188-023,NASHVILLE BLVD,11413,412,Front,ACPL,15,Good,Yes,Good,None,Queens,1051788.204,188071.7397,-73.75649,40.682633,412,11413,376,5006,QN08,63006,MAPLE NORWAY,ACER PLATANOIDES,(40.682633 -73.75649)
68526,141 E 236 ST,141,E 236 ST,10470,112,Front,ACPL,15,Poor,Yes,Raised,None,Bronx,1019668.275,266390.45,-73.871886,40.897783,212,10470,44901,1004,BX62,81399,MAPLE NORWAY,ACER PLATANOIDES,(40.897783 -73.871886)
438009,84-040 261 ST,84-040,261 ST,11001,413,Front,ACPL,4,Excellent,Yes,Good,None,Queens,1065404.294,207863.4363,-73.707159,40.736841,413,11001,157903,2001,QN44,102929,MAPLE NORWAY,ACER PLATANOIDES,(40.736841 -73.707159)
507035,335 JEFFERSON AV,335,JEFFERSON AV,10306,502,Side,UNKNOWN,19,Good,None,Good,None,Staten Island,957553.3943,150408.2878,-74.096106,40.579472,502,10306,11201,2005,SI36,11871,UNKNOWN LIVE TREES,UNKNOWN LIVE TREES,(40.579472 -74.096106)
30950,5 CHURCH ST,5,CHURCH ST,10280,101,Front,TICO,6,Good,None,Good,None,Manhattan,981045.4152,197898.86,-74.011559,40.709863,101,10006,13,1006,MN25,23189,LINDEN LITTLE LEAF,TILIA CORDATA,(40.709863 -74.011559)
175956,3127 CONEY ISLAND AV,3127,CONEY ISLAND AV,11235,213,Adjacent,ZESE,8,Good,None,Good,None,Brooklyn,995423.4103,150498.0468,-73.959776,40.579751,313,11235,61003,1004,BK19,25681,ZELKOVA JAPANESE,ZELKOVA SERRATA,(40.579751 -73.959776)
221660,62-011 DIETERLE CRES,62-011,DIETERLE CRES,11374,406,Front,ACPS,7,Good,None,Good,None,Queens,1022152.313,203533.636,-73.863255,40.725248,406,11374,69702,2000,QN18,132361,MAPLE SYCAMORE,ACER PSEUDOPLATANUS,(40.725248 -73.863255)
414485,55-022 108 ST,55-022,108 ST,11368,404,Side,TICO,10,Good,Yes,Good,None,Queens,1024788.358,209167.568,-73.853711,40.7407,404,11368,439,2009,QN25,107218,LINDEN LITTLE LEAF,TILIA CORDATA,(40.7407 -73.853711)
282234,249-020 51 AV,249-020,51 AV,11362,411,Front,ACPL,7,Dead,None,Good,None,Queens,1058080.074,217414.8747,-73.733483,40.763122,411,11362,150702,2015,QN45,101846,MAPLE NORWAY,ACER PLATANOIDES,(40.763122 -73.733483)
152325,41 HICKS ST,41,HICKS ST,11201,202,Assigned,QUPA,6,Good,None,Good,None,Brooklyn,986092.2752,194485.555,-73.993356,40.700494,302,11201,1,3003,BK09,24036,OAK PIN,QUERCUS PALUSTRIS,(40.700494 -73.993356)
495409,186 KINGDOM ST,186,KINGDOM ST,10312,503,Across,ACPL,16,Excellent,None,Good,None,Staten Island,932276.0979,131755.078,-74.18696,40.52816,503,10312,176,1019,SI01,2911,MAPLE NORWAY,ACER PLATANOIDES,(40.52816 -74.18696)
212132,281 E 13 ST,281,E 13 ST,11218,214,Front,TICO,6,Good,None,Good,None,Brooklyn,987630.6862,182112.265,-73.987814,40.666532,314,11218,1522,3009,BK42,219528,LINDEN LITTLE LEAF,TILIA CORDATA,(40.666532 -73.987814)
353415,159-019 84 DR,159-019,84 DR,11432,408,Front,LIST,3,Good,None,Good,None,Queens,1038140.242,199171.9001,-73.805609,40.713193,408,11432,450,2001,QN35,57304,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,(40.713193 -73.805609)
147992,1505 E 19 ST,1505,E 19 ST,11230,214,Front,PLAC,38,Excellent,None,Good,None,Brooklyn,996661.1496,162782.3337,-73.955298,40.613468,314,11230,546,3002,BK43,27268,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.613468 -73.955298)
185791,1654 73 ST,1654,73 ST,11204,211,Front,ACRU,19,Good,Yes,Good,None,Brooklyn,984746.4082,163931.5725,-73.998212,40.616631,311,11204,264,4000,BK28,19867,MAPLE RED,ACER RUBRUM,(40.616631 -73.998212)
480664,419 RAMONA AV,419,RAMONA AV,10312,503,Front,LIST,5,Good,None,Good,None,Staten Island,928814.5141,135364.9983,-74.199441,40.538048,503,10312,20804,2019,SI32,2125,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,(40.538048 -74.199441)
310697,112-085 MAYVILLE ST,112-085,MAYVILLE ST,11412,412,Front,ACPL,16,Poor,None,Good,None,Queens,1049396.714,193725.6774,-73.765058,40.698169,412,11412,400,1007,QN08,61393,MAPLE NORWAY,ACER PLATANOIDES,(40.698169 -73.765058)
158813,4307 CLARENDON RD,4307,CLARENDON RD,11203,217,Front,PLAC,15,Good,Yes,Good,None,Brooklyn,1001963.504,173876.821,-73.936171,40.643911,317,11203,850,1011,BK91,41838,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.643911 -73.936171)
372702,115-041 194 ST,115-041,194 ST,11412,412,Front,ACPL,4,Good,Yes,Good,None,Queens,1051065.113,192681.3451,-73.759051,40.69529,412,11412,526,2004,QN08,64410,MAPLE NORWAY,ACER PLATANOIDES,(40.69529 -73.759051)
48136,2497 BELMONT AV,2497,BELMONT AV,10458,106,Front,GIBI,6,Excellent,None,Good,None,Bronx,1016283.373,251593.5978,-73.8842,40.857183,206,10458,389,2001,BX06,80384,GINKGO,GINKGO BILOBA,(40.857183 -73.8842)
334350,143-006 BOWNE ST,143-006,BOWNE ST,11355,407,Side,AIAL,3,Good,None,Good,Stakes / Wires,Queens,1034074.939,214536.6081,-73.820159,40.75539,0,0,Unknown,Unknown,Unknown,0,TREE OF HEAVEN,AILANTHUS ALTISSIMA,(40.75539 -73.820159)
324572,87-019 VAN WYCK EP,87-019,VAN WYCK EP,11418,409,Front,ACSA1,19,Good,None,Good,None,Queens,1,1,1,1,408,11435,214,3006,QN35,262041,MAPLE SILVER,ACER SACCHARINUM,(1 1)
113007,482 1 ST,482,1 ST,11215,206,Front,TICO,11,Excellent,None,Good,None,Brooklyn,990765.4573,183817.2505,-73.976512,40.67121,306,11215,155,1001,BK37,28907,LINDEN LITTLE LEAF,TILIA CORDATA,(40.67121 -73.976512)
198225,200 LAFAYETTE AV,200,LAFAYETTE AV,11238,202,Front,QUPA,22,Good,None,Raised,None,Brooklyn,992964.8932,189895.778,-73.968576,40.687892,302,11238,197,3002,BK69,29198,OAK PIN,QUERCUS PALUSTRIS,(40.687892 -73.968576)
373583,116-014 NEW YORK FARMERS B,116-014,NEW YORK FARMERS B,11412,412,Front,ACPL,10,Poor,Yes,Good,None,Queens,1,1,1,1,0,0,Unknown,Unknown,Unknown,0,MAPLE NORWAY,ACER PLATANOIDES,(1 1)
426337,56-016 199 ST,56-016,199 ST,11365,411,Front,ACPL,12,Good,None,Good,None,Queens,1045623.481,211375.8869,-73.778504,40.746642,411,11365,140902,2007,QN48,107565,MAPLE NORWAY,ACER PLATANOIDES,(40.746642 -73.778504)
234393,65-002 80 ST,65-002,80 ST,11379,405,Front,ACPL,22,Poor,Yes,NA,None,Queens,1019614.406,200774.9841,-73.872426,40.717687,405,11379,65703,2000,QN21,75162,MAPLE NORWAY,ACER PLATANOIDES,(40.717687 -73.872426)
230055,61-078 79 ST,61-078,79 ST,11379,405,Front,PYCA,4,Good,None,Good,None,Queens,1017836.952,202752.9517,-73.878828,40.723123,405,11379,671,1004,QN21,74822,PEAR CALLERY,PYRUS CALLERYANA,(40.723123 -73.878828)
328410,89-028 189 ST,89-028,189 ST,11423,412,Front,ACRU,9,Good,Yes,Good,None,Queens,1047533.531,199439.7397,-73.771723,40.713866,412,11423,480,1005,QN61,61166,MAPLE RED,ACER RUBRUM,(40.713866 -73.771723)
285341,66-062 79 PL,66-062,79 PL,11379,405,Front,UNKNOWN,3,Excellent,None,Good,Stakes / Wires,Queens,1019437.386,199514.8116,-73.873071,40.714229,405,11379,65703,2002,QN21,75160,UNKNOWN LIVE TREES,UNKNOWN LIVE TREES,(40.714229 -73.873071)
456067,350 PULASKI AV,350,PULASKI AV,10303,501,Front,PLAC,11,Good,Yes,Good,None,Staten Island,943083.1587,168755.3205,-74.14831,40.629775,501,10303,239,1008,SI12,8777,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.629775 -74.14831)
252099,107-010 110 ST,107-010,110 ST,11419,410,Front,ACPL,13,Good,None,Good,None,Queens,1031146.271,187766.4686,-73.830917,40.681928,410,11419,96,1003,QN55,54701,MAPLE NORWAY,ACER PLATANOIDES,(40.681928 -73.830917)
145856,917 Avenue I,917,Avenue I,11230,212,Front,LIST,7,Good,None,Good,None,Brooklyn,993301.6625,167696.4052,-73.967391,40.62696,312,11230,456,2003,BK43,26896,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,(40.62696 -73.967391)
454712,28 ELM ST,28,ELM ST,10310,501,Front,PYCA,8,Good,Yes,Good,None,Staten Island,952384.8898,172962.094,-74.114819,40.64136,501,10310,97,1004,SI22,13633,PEAR CALLERY,PYRUS CALLERYANA,(40.64136 -74.114819)
